"obeyedInstructions" "subj" "PrePost" "condition" "Group" "block" "list" "trialnumber" "task" "length" "serpos" "word" "writtenSP" "outputorder" "prepost" "cond" "group" "tasktype"
1 20 "POST" "POST" "PostFR" 2 20 52 "FR" 15 13 "mental" 6 6 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 20 52 "FR" 15 14 "cable" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 20 52 "FR" 15 15 "package" 1 1 2 3 2 1
1 20 "POST" "POST" "PostISR" 2 21 53 "ISR" 4 1 "lemon" 1 1 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 21 53 "ISR" 4 2 "retreat" 2 2 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 21 53 "ISR" 4 3 "adopt" 3 3 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 21 53 "ISR" 4 4 "insult" 4 4 2 3 4 1
1 20 "POST" "POST" "PostFR" 2 22 54 "FR" 5 1 "candy" 1 1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 22 54 "FR" 5 2 "plainly" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 22 54 "FR" 5 3 "function" 2 2 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 22 54 "FR" 5 4 "consult" 3 3 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 22 54 "FR" 5 5 "gently" 4 4 2 3 2 1
1 20 "POST" "POST" "PostISR" 2 23 55 "ISR" 6 1 "future" 1 1 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 23 55 "ISR" 6 2 "equip" 2 2 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 23 55 "ISR" 6 3 "quarter" -1 -1 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 23 55 "ISR" 6 4 "mixture" -1 -1 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 23 55 "ISR" 6 5 "kitten" 5 4 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 23 55 "ISR" 6 6 "awful" 6 5 2 3 4 1
1 20 "POST" "POST" "PostFR" 2 24 56 "FR" 7 1 "sugar" 1 1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 24 56 "FR" 7 2 "dislike" 2 2 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 24 56 "FR" 7 3 "over" 4 4 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 24 56 "FR" 7 4 "sprinkle" 3 3 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 24 56 "FR" 7 5 "monarch" 5 5 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 24 56 "FR" 7 6 "bestow" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 24 56 "FR" 7 7 "several" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 25 57 "FR" 7 1 "improve" 1 1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 25 57 "FR" 7 2 "dissolve" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 25 57 "FR" 7 3 "largely" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 25 57 "FR" 7 4 "campaign" 2 2 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 25 57 "FR" 7 5 "police" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 25 57 "FR" 7 6 "muscle" 3 3 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 25 57 "FR" 7 7 "enter" 4 4 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 26 58 "FR" 2 1 "immense" 1 1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 26 58 "FR" 2 2 "guilty" 2 2 2 3 2 1
1 20 "POST" "POST" "PostISR" 2 27 59 "ISR" 7 1 "inside" 1 1 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 27 59 "ISR" 7 2 "moral" 2 2 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 27 59 "ISR" 7 3 "barrel" -1 -1 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 27 59 "ISR" 7 4 "latter" -1 -1 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 27 59 "ISR" 7 5 "dispute" 5 5 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 27 59 "ISR" 7 6 "proceed" -1 -1 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 27 59 "ISR" 7 7 "intend" 4 4 2 3 4 1
1 20 "POST" "POST" "PostFR" 2 28 60 "FR" 2 1 "upon" 1 1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 28 60 "FR" 2 2 "rider" 2 2 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 29 61 "FR" 15 1 "helmet" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 29 61 "FR" 15 2 "menace" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 29 61 "FR" 15 3 "hasten" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 29 61 "FR" 15 4 "column" 3 3 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 29 61 "FR" 15 5 "recall" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 29 61 "FR" 15 6 "conquer" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 29 61 "FR" 15 7 "because" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 29 61 "FR" 15 8 "lying" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 29 61 "FR" 15 9 "humble" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 29 61 "FR" 15 10 "climate" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 29 61 "FR" 15 11 "subject" 4 4 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 29 61 "FR" 15 12 "beaten" 2 2 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 29 61 "FR" 15 13 "describe" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 29 61 "FR" 15 14 "settle" -1 -1 2 3 2 1
1 20 "POST" "POST" "PostFR" 2 29 61 "FR" 15 15 "arrest" 1 1 2 3 2 1
1 20 "POST" "POST" "PostISR" 2 30 62 "ISR" 8 1 "disease" 1 1 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 30 62 "ISR" 8 2 "upward" -1 -1 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 30 62 "ISR" 8 3 "marriage" 3 3 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 30 62 "ISR" 8 4 "reckless" -1 -1 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 30 62 "ISR" 8 5 "patent" -1 -1 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 30 62 "ISR" 8 6 "backward" 2 2 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 30 62 "ISR" 8 7 "further" -1 -1 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 30 62 "ISR" 8 8 "endure" -1 -1 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 31 63 "ISR" 2 1 "confess" 1 1 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 31 63 "ISR" 2 2 "linger" 2 2 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 32 64 "ISR" 5 1 "consume" 1 1 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 32 64 "ISR" 5 2 "impress" 2 2 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 32 64 "ISR" 5 3 "infant" 3 3 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 32 64 "ISR" 5 4 "secure" 4 4 2 3 4 1
1 20 "POST" "POST" "PostISR" 2 32 64 "ISR" 5 5 "jealous" 5 5 2 3 4 1
1 21 "PRE" "FR" "PreFR" 1 1 1 "FR" 6 1 "rapid" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 1 1 "FR" 6 2 "movie" 6 6 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 1 1 "FR" 6 3 "artist" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 1 1 "FR" 6 4 "indeed" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 1 1 "FR" 6 5 "business" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 1 1 "FR" 6 6 "scatter" 5 5 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 2 2 "FR" 2 1 "improve" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 2 2 "FR" 2 2 "bitter" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 3 3 "FR" 12 1 "advise" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 3 3 "FR" 12 2 "wooden" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 3 3 "FR" 12 3 "decay" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 3 3 "FR" 12 4 "inspire" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 3 3 "FR" 12 5 "monarch" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 3 3 "FR" 12 6 "upon" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 3 3 "FR" 12 7 "prevent" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 3 3 "FR" 12 8 "sugar" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 3 3 "FR" 12 9 "lemon" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 3 3 "FR" 12 10 "above" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 3 3 "FR" 12 11 "sadly" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 3 3 "FR" 12 12 "flatter" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 4 4 "FR" 4 1 "array" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 4 4 "FR" 4 2 "stocking" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 4 4 "FR" 4 3 "ashamed" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 4 4 "FR" 4 4 "country" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 5 5 "FR" 2 1 "protect" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 5 5 "FR" 2 2 "winter" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 6 6 "FR" 12 1 "uncle" 5 5 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 6 6 "FR" 12 2 "assure" 6 6 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 6 6 "FR" 12 3 "county" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 6 6 "FR" 12 4 "trifle" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 6 6 "FR" 12 5 "consent" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 6 6 "FR" 12 6 "reading" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 6 6 "FR" 12 7 "future" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 6 6 "FR" 12 8 "neglect" 7 7 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 6 6 "FR" 12 9 "genius" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 6 6 "FR" 12 10 "pursue" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 6 6 "FR" 12 11 "scholar" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 6 6 "FR" 12 12 "elder" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 7 7 "FR" 7 1 "cottage" 6 6 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 7 7 "FR" 7 2 "nervous" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 7 7 "FR" 7 3 "unto" 5 5 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 7 7 "FR" 7 4 "several" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 7 7 "FR" 7 5 "greatly" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 7 7 "FR" 7 6 "handle" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 7 7 "FR" 7 7 "derive" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 8 8 "FR" 15 1 "attack" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 8 8 "FR" 15 2 "crazy" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 8 8 "FR" 15 3 "portion" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 8 8 "FR" 15 4 "because" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 8 8 "FR" 15 5 "restless" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 8 8 "FR" 15 6 "approve" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 8 8 "FR" 15 7 "harvest" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 8 8 "FR" 15 8 "suggest" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 8 8 "FR" 15 9 "amid" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 8 8 "FR" 15 10 "sailor" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 8 8 "FR" 15 11 "occur" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 8 8 "FR" 15 12 "upper" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 8 8 "FR" 15 13 "rifle" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 8 8 "FR" 15 14 "exist" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 8 8 "FR" 15 15 "sulphur" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 9 9 "FR" 8 1 "mountain" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 9 9 "FR" 8 2 "surely" 5 5 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 9 9 "FR" 8 3 "disgust" 6 6 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 9 9 "FR" 8 4 "nothing" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 9 9 "FR" 8 5 "request" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 9 9 "FR" 8 6 "jealous" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 9 9 "FR" 8 7 "hatred" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 9 9 "FR" 8 8 "wretched" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 10 10 "FR" 4 1 "grateful" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 10 10 "FR" 4 2 "estate" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 10 10 "FR" 4 3 "invade" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 10 10 "FR" 4 4 "except" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 11 11 "FR" 6 1 "circuit" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 11 11 "FR" 6 2 "medal" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 11 11 "FR" 6 3 "purely" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 11 11 "FR" 6 4 "empire" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 11 11 "FR" 6 5 "feeling" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 11 11 "FR" 6 6 "absence" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 12 12 "FR" 5 1 "hidden" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 12 12 "FR" 5 2 "slumber" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 12 12 "FR" 5 3 "problem" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 12 12 "FR" 5 4 "mother" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 12 12 "FR" 5 5 "summon" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 13 13 "FR" 7 1 "poem" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 13 13 "FR" 7 2 "compel" 6 6 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 13 13 "FR" 7 3 "window" 5 5 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 13 13 "FR" 7 4 "beauty" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 13 13 "FR" 7 5 "severe" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 13 13 "FR" 7 6 "lucky" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 13 13 "FR" 7 7 "about" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 14 14 "FR" 6 1 "display" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 14 14 "FR" 6 2 "hither" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 14 14 "FR" 6 3 "spider" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 14 14 "FR" 6 4 "ticket" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 14 14 "FR" 6 5 "stomach" 5 5 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 14 14 "FR" 6 6 "basin" 6 6 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 15 15 "FR" 2 1 "paper" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 15 15 "FR" 2 2 "squirrel" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 16 16 "FR" 7 1 "boundary" 7 7 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 16 16 "FR" 7 2 "amuse" 6 6 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 16 16 "FR" 7 3 "soldier" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 16 16 "FR" 7 4 "victim" 5 5 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 16 16 "FR" 7 5 "singer" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 16 16 "FR" 7 6 "angry" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 16 16 "FR" 7 7 "language" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 17 17 "FR" 7 1 "renew" 5 5 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 17 17 "FR" 7 2 "remind" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 17 17 "FR" 7 3 "rural" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 17 17 "FR" 7 4 "opera" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 17 17 "FR" 7 5 "glitter" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 17 17 "FR" 7 6 "journal" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 17 17 "FR" 7 7 "rider" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 18 18 "FR" 8 1 "extra" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 18 18 "FR" 8 2 "assault" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 18 18 "FR" 8 3 "compass" 6 6 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 18 18 "FR" 8 4 "canoe" 5 5 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 18 18 "FR" 8 5 "advance" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 18 18 "FR" 8 6 "softly" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 18 18 "FR" 8 7 "surface" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 18 18 "FR" 8 8 "temper" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 19 19 "FR" 15 1 "measure" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 19 19 "FR" 15 2 "hasten" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 19 19 "FR" 15 3 "frankly" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 19 19 "FR" 15 4 "allow" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 19 19 "FR" 15 5 "story" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 19 19 "FR" 15 6 "scarcely" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 19 19 "FR" 15 7 "contract" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 19 19 "FR" 15 8 "hero" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 19 19 "FR" 15 9 "wicked" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 19 19 "FR" 15 10 "wonder" 5 5 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 19 19 "FR" 15 11 "kingdom" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 19 19 "FR" 15 12 "jolly" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 19 19 "FR" 15 13 "partly" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 19 19 "FR" 15 14 "herald" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 19 19 "FR" 15 15 "stagger" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 20 20 "FR" 4 1 "quarter" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 20 20 "FR" 4 2 "envy" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 20 20 "FR" 4 3 "affair" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 20 20 "FR" 4 4 "render" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 21 21 "FR" 12 1 "release" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 21 21 "FR" 12 2 "digest" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 21 21 "FR" 12 3 "butcher" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 21 21 "FR" 12 4 "endure" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 21 21 "FR" 12 5 "unite" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 21 21 "FR" 12 6 "shepherd" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 21 21 "FR" 12 7 "elect" 6 6 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 21 21 "FR" 12 8 "erect" 5 5 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 21 21 "FR" 12 9 "tiger" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 21 21 "FR" 12 10 "frozen" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 21 21 "FR" 12 11 "pilot" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 21 21 "FR" 12 12 "early" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 22 22 "FR" 15 1 "cattle" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 22 22 "FR" 15 2 "twilight" 6 6 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 22 22 "FR" 15 3 "campaign" 7 7 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 22 22 "FR" 15 4 "engine" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 22 22 "FR" 15 5 "northern" 5 5 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 22 22 "FR" 15 6 "ribbon" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 22 22 "FR" 15 7 "linen" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 22 22 "FR" 15 8 "cluster" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 22 22 "FR" 15 9 "beaver" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 22 22 "FR" 15 10 "induce" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 22 22 "FR" 15 11 "immense" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 22 22 "FR" 15 12 "product" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 22 22 "FR" 15 13 "confess" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 22 22 "FR" 15 14 "swiftly" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 22 22 "FR" 15 15 "again" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 23 23 "FR" 5 1 "city" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 23 23 "FR" 5 2 "behave" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 23 23 "FR" 5 3 "instant" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 23 23 "FR" 5 4 "oblige" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 23 23 "FR" 5 5 "women" 5 5 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 24 24 "FR" 15 1 "apart" 5 5 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 24 24 "FR" 15 2 "pocket" 6 6 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 24 24 "FR" 15 3 "although" 7 7 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 24 24 "FR" 15 4 "mixture" 8 8 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 24 24 "FR" 15 5 "concern" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 24 24 "FR" 15 6 "lazy" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 24 24 "FR" 15 7 "cabin" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 24 24 "FR" 15 8 "sentence" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 24 24 "FR" 15 9 "system" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 24 24 "FR" 15 10 "impose" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 24 24 "FR" 15 11 "after" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 24 24 "FR" 15 12 "ocean" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 24 24 "FR" 15 13 "gently" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 24 24 "FR" 15 14 "describe" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 24 24 "FR" 15 15 "banner" 4 4 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 25 25 "FR" 8 1 "prospect" -1 -1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 25 25 "FR" 8 2 "marble" 3 3 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 25 25 "FR" 8 3 "fever" 2 2 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 25 25 "FR" 8 4 "harbor" 1 1 1 1 1 1
1 21 "PRE" "FR" "PreFR" 1 25 25 "FR" 8 5 "corner" 4 4 1 1 1 1
