subject	worupc2	worupc3	worupc4	worupc5	worupc6	worupc7	letupc2	letupc3	letupc4	letupc5	letupc6	letupc7	letupc8	stmset2	stmset3	stmset4	stmset5	stmset6	stmset7	rspupc2	rspupc3	rspupc4	rspupc5	opupc2	opupc3	opupc4	opupc5	wmset2	wmset3	wmset4	wmset5
202.00	1.00	1.00	0.92	1.00	0.61	0.48	1.00	0.89	0.83	0.80	1.00	0.57	0.75	1.00	0.94	0.88	0.90	0.81	0.52	0.83	0.67	0.67	0.67	1.00	1.00	0.75	0.60	0.92	0.83	0.71	0.63
205.00	1.00	1.00	0.83	0.53	0.44	0.33	1.00	1.00	0.83	0.53	0.56	0.29	0.25	1.00	1.00	0.83	0.53	0.50	0.31	0.67	0.56	0.33	0.13	0.83	0.44	0.25	0.07	0.75	0.50	0.29	0.10
210.00	1.00	1.00	1.00	0.53	0.50	0.24	1.00	1.00	1.00	0.87	0.61	0.38	0.29	1.00	1.00	1.00	0.70	0.56	0.31	0.83	1.00	0.67	0.13	1.00	0.44	0.42	0.40	0.92	0.72	0.54	0.27
214.00	1.00	1.00	0.92	1.00	0.61	0.52	1.00	1.00	1.00	0.67	0.94	0.76	0.50	1.00	1.00	0.96	0.83	0.78	0.64	1.00	0.78	0.83	0.40	1.00	1.00	0.67	0.27	1.00	0.89	0.75	0.33
215.00	1.00	0.67	0.42	0.47	0.50	0.10	1.00	1.00	0.75	0.73	0.83	0.38	0.33	1.00	0.83	0.58	0.60	0.67	0.24	0.83	0.78	0.17	0.07	1.00	0.67	0.08	0.00	0.92	0.72	0.13	0.03
217.00	1.00	1.00	1.00	0.53	0.50	0.29	1.00	1.00	1.00	1.00	1.00	1.00	0.75	1.00	1.00	1.00	0.77	0.75	0.64	1.00	0.56	0.83	0.60	1.00	0.78	1.00	0.47	1.00	0.67	0.92	0.53
301.00	1.00	1.00	1.00	0.73	0.72	0.62	1.00	1.00	1.00	1.00	0.89	0.38	0.21	1.00	1.00	1.00	0.87	0.81	0.50	1.00	0.89	0.67	0.33	1.00	0.78	0.67	0.47	1.00	0.83	0.67	0.40
302.00	1.00	1.00	0.92	0.80	0.56	0.33	1.00	1.00	0.83	0.47	0.22	0.14	0.25	1.00	1.00	0.88	0.63	0.39	0.24	0.67	0.78	0.42	0.27	1.00	0.78	0.42	0.07	0.83	0.78	0.42	0.17
303.00	1.00	1.00	1.00	0.47	0.44	0.24	1.00	1.00	1.00	1.00	0.39	0.29	0.25	1.00	1.00	1.00	0.73	0.42	0.26	0.67	0.78	0.42	0.67	1.00	0.78	0.42	0.33	0.83	0.78	0.42	0.50
304.00	1.00	1.00	0.67	0.53	0.78	0.29	1.00	1.00	1.00	0.87	0.50	0.33	0.38	1.00	1.00	0.83	0.70	0.64	0.31	0.83	0.78	0.50	0.47	1.00	0.56	0.42	0.33	0.92	0.67	0.46	0.40
305.00	1.00	1.00	1.00	0.67	0.67	0.29	1.00	1.00	1.00	1.00	0.89	0.76	0.50	1.00	1.00	1.00	0.83	0.78	0.52	0.83	0.67	0.75	0.47	0.83	0.89	0.67	0.47	0.83	0.78	0.71	0.47
306.00	1.00	1.00	1.00	1.00	0.94	1.00	1.00	1.00	1.00	1.00	0.89	0.71	0.46	1.00	1.00	1.00	1.00	0.92	0.86	1.00	1.00	0.58	0.47	1.00	0.89	0.83	0.53	1.00	0.94	0.71	0.50
307.00	1.00	0.89	0.50	0.80	1.00	0.38	1.00	1.00	0.83	1.00	0.56	0.43	0.25	1.00	0.94	0.67	0.90	0.78	0.40	0.83	0.44	0.25	0.00	0.67	0.33	0.42	0.13	0.75	0.39	0.33	0.07
308.00	1.00	1.00	1.00	0.93	0.72	0.29	1.00	1.00	1.00	1.00	0.83	0.71	0.17	1.00	1.00	1.00	0.97	0.78	0.50	1.00	0.78	0.67	0.67	1.00	0.89	0.33	0.40	1.00	0.83	0.50	0.53
309.00	1.00	1.00	0.92	0.80	0.50	0.29	1.00	0.78	0.83	0.67	1.00	0.76	0.42	1.00	0.89	0.88	0.73	0.75	0.52	0.83	0.67	0.58	0.27	0.83	0.56	0.00	0.07	0.83	0.61	0.29	0.17
310.00	1.00	1.00	1.00	1.00	0.89	0.62	1.00	1.00	1.00	1.00	0.89	0.67	0.71	1.00	1.00	1.00	1.00	0.89	0.64	1.00	0.78	0.50	0.33	1.00	1.00	0.92	0.53	1.00	0.89	0.71	0.43
311.00	1.00	1.00	0.92	0.40	0.33	0.62	1.00	1.00	1.00	0.87	0.44	0.24	0.33	1.00	1.00	0.96	0.63	0.39	0.43	0.67	0.56	0.58	0.47	0.67	0.56	0.50	0.40	0.67	0.56	0.54	0.43
312.00	1.00	1.00	1.00	0.87	0.72	0.57	1.00	1.00	1.00	1.00	0.78	0.52	0.58	1.00	1.00	1.00	0.93	0.75	0.55	1.00	1.00	0.67	0.27	1.00	1.00	0.67	0.20	1.00	1.00	0.67	0.23
313.00	1.00	1.00	1.00	0.87	0.50	0.43	1.00	1.00	1.00	1.00	0.89	0.71	0.46	1.00	1.00	1.00	0.93	0.69	0.57	1.00	0.89	0.42	0.07	1.00	0.89	0.67	0.47	1.00	0.89	0.54	0.27
314.00	1.00	1.00	1.00	0.47	0.39	0.05	1.00	1.00	1.00	1.00	0.50	0.38	0.25	1.00	1.00	1.00	0.73	0.44	0.21	0.83	0.44	0.33	0.20	1.00	0.33	0.17	0.20	0.92	0.39	0.25	0.20
315.00	1.00	1.00	1.00	0.40	0.22	0.29	1.00	1.00	0.83	0.80	0.72	0.67	0.38	1.00	1.00	0.92	0.60	0.47	0.48	1.00	0.44	0.17	0.27	0.83	0.33	0.17	0.20	0.92	0.39	0.17	0.23
316.00	1.00	1.00	1.00	0.60	0.33	0.29	1.00	1.00	0.83	0.80	0.44	0.19	0.38	1.00	1.00	0.92	0.70	0.39	0.24	0.83	0.67	0.42	0.07	0.67	0.56	0.67	0.13	0.75	0.61	0.54	0.10
317.00	1.00	1.00	1.00	0.67	0.72	0.24	1.00	1.00	0.83	1.00	0.72	0.48	0.33	1.00	1.00	0.92	0.83	0.72	0.36	0.83	0.22	0.08	0.47	1.00	0.44	0.58	0.13	0.92	0.33	0.33	0.30
318.00	1.00	1.00	0.92	0.67	0.44	0.52	1.00	1.00	1.00	1.00	0.56	0.19	0.25	1.00	1.00	0.96	0.83	0.50	0.36	0.83	0.78	0.50	0.40	1.00	0.56	0.50	0.40	0.92	0.67	0.50	0.40
319.00	1.00	1.00	1.00	0.67	0.67	0.52	1.00	0.67	0.83	0.73	0.72	0.43	0.33	1.00	0.83	0.92	0.70	0.69	0.48	1.00	0.78	0.67	0.60	0.83	0.89	0.75	0.40	0.92	0.83	0.71	0.50
320.00	1.00	1.00	1.00	0.93	0.72	0.67	1.00	1.00	1.00	1.00	0.89	0.52	0.54	1.00	1.00	1.00	0.97	0.81	0.60	0.83	1.00	0.42	0.47	1.00	1.00	0.50	0.33	0.92	1.00	0.46	0.40
321.00	1.00	1.00	0.92	0.53	0.33	0.43	1.00	1.00	0.83	0.73	0.72	0.76	0.46	1.00	1.00	0.88	0.63	0.53	0.60	1.00	0.78	0.25	0.20	1.00	0.67	0.17	0.13	1.00	0.72	0.21	0.17
322.00	1.00	1.00	0.67	0.93	0.89	0.71	1.00	1.00	1.00	0.87	0.78	0.52	0.29	1.00	1.00	0.83	0.90	0.83	0.62	0.83	0.78	0.50	0.40	1.00	0.78	0.83	0.73	0.92	0.78	0.67	0.57
323.00	1.00	1.00	1.00	1.00	1.00	0.67	1.00	1.00	1.00	0.87	0.72	0.33	0.54	1.00	1.00	1.00	0.93	0.86	0.50	0.83	0.78	0.58	0.13	0.83	0.78	0.25	0.33	0.83	0.78	0.42	0.23
324.00	1.00	1.00	0.92	0.73	0.94	0.38	1.00	1.00	1.00	0.73	0.89	0.43	0.54	1.00	1.00	0.96	0.73	0.92	0.40	1.00	0.78	0.67	0.20	1.00	0.67	0.67	0.27	1.00	0.72	0.67	0.23
325.00	1.00	1.00	0.75	0.87	0.39	0.24	1.00	1.00	0.58	1.00	0.72	0.33	0.38	1.00	1.00	0.67	0.93	0.56	0.29	0.83	0.89	0.58	0.20	0.83	0.56	0.33	0.27	0.83	0.72	0.46	0.23
326.00	1.00	1.00	1.00	0.67	0.72	0.81	1.00	1.00	1.00	0.80	0.83	0.48	0.38	1.00	1.00	1.00	0.73	0.78	0.64	1.00	1.00	0.75	0.47	1.00	0.67	0.58	0.33	1.00	0.83	0.67	0.40
327.00	1.00	1.00	0.83	0.67	0.44	0.48	1.00	1.00	0.83	1.00	0.89	0.48	0.54	1.00	1.00	0.83	0.83	0.67	0.48	1.00	0.44	0.33	0.13	1.00	0.44	0.17	0.00	1.00	0.44	0.25	0.07
328.00	1.00	1.00	0.67	0.60	0.33	0.29	1.00	1.00	0.75	0.73	0.44	0.10	0.42	1.00	1.00	0.71	0.67	0.39	0.19	1.00	0.44	0.42	0.67	0.67	0.56	0.25	0.40	0.83	0.50	0.33	0.53
329.00	1.00	1.00	1.00	1.00	1.00	0.71	1.00	1.00	1.00	1.00	0.89	0.81	0.50	1.00	1.00	1.00	1.00	0.94	0.76	1.00	1.00	0.75	0.73	1.00	0.78	1.00	0.27	1.00	0.89	0.88	0.50
331.00	1.00	1.00	1.00	1.00	0.89	0.95	1.00	1.00	1.00	1.00	0.94	0.76	0.88	1.00	1.00	1.00	1.00	0.92	0.86	0.83	0.78	0.83	0.60	1.00	0.78	0.92	0.53	0.92	0.78	0.88	0.57
332.00	1.00	1.00	1.00	0.60	0.61	0.43	1.00	1.00	0.75	1.00	0.61	0.05	0.33	1.00	1.00	0.88	0.80	0.61	0.24	0.83	0.78	0.42	0.33	1.00	0.11	0.33	0.07	0.92	0.44	0.38	0.20
333.00	1.00	1.00	1.00	0.67	0.39	0.38	1.00	1.00	1.00	0.87	0.83	0.48	0.50	1.00	1.00	1.00	0.77	0.61	0.43	1.00	0.33	0.58	0.80	1.00	0.89	0.67	0.27	1.00	0.61	0.63	0.53
334.00	1.00	1.00	0.83	0.47	0.06	0.10	1.00	1.00	0.83	0.60	0.44	0.29	0.13	1.00	1.00	0.83	0.53	0.25	0.19	0.83	0.67	0.25	0.07	1.00	0.22	0.08	0.07	0.92	0.44	0.17	0.07
335.00	1.00	1.00	1.00	0.73	0.39	0.33	1.00	1.00	0.92	1.00	0.72	0.71	0.29	1.00	1.00	0.96	0.87	0.56	0.52	1.00	0.67	0.58	0.40	0.83	1.00	0.33	0.07	0.92	0.83	0.46	0.23
336.00	0.83	1.00	0.83	0.53	0.22	0.24	1.00	0.78	0.92	1.00	0.67	0.05	0.42	0.92	0.89	0.88	0.77	0.44	0.14	1.00	0.67	0.08	0.20	1.00	0.33	0.00	0.00	1.00	0.50	0.04	0.10
337.00	0.83	1.00	0.92	0.53	0.44	0.29	1.00	0.89	1.00	0.87	0.78	0.57	0.46	0.92	0.94	0.96	0.70	0.61	0.43	1.00	1.00	0.75	0.20	1.00	0.78	0.50	0.47	1.00	0.89	0.63	0.33
338.00	0.83	0.89	0.50	0.27	0.22	0.19	1.00	1.00	0.58	0.53	0.17	0.19	0.29	0.92	0.94	0.54	0.40	0.19	0.19	0.83	0.44	0.17	0.27	0.67	0.33	0.17	0.20	0.75	0.39	0.17	0.23
339.00	1.00	1.00	1.00	0.93	0.83	0.38	1.00	1.00	1.00	0.80	0.50	0.48	0.29	1.00	1.00	1.00	0.87	0.67	0.43	1.00	0.78	0.50	0.47	1.00	0.67	0.75	0.33	1.00	0.72	0.63	0.40
340.00	1.00	1.00	1.00	0.73	0.39	0.43	1.00	1.00	1.00	0.80	0.56	0.33	0.25	1.00	1.00	1.00	0.77	0.47	0.38	1.00	0.67	0.58	0.33	1.00	0.67	0.42	0.13	1.00	0.67	0.50	0.23
342.00	1.00	1.00	1.00	0.73	1.00	0.38	1.00	1.00	0.75	1.00	0.89	0.33	0.46	1.00	1.00	0.88	0.87	0.94	0.36	1.00	1.00	0.92	0.47	1.00	1.00	0.83	0.33	1.00	1.00	0.88	0.40
343.00	1.00	1.00	0.75	0.73	0.94	0.43	1.00	1.00	1.00	1.00	0.94	0.67	0.42	1.00	1.00	0.88	0.87	0.94	0.55	1.00	0.78	1.00	0.40	1.00	0.89	0.67	0.07	1.00	0.83	0.83	0.23
344.00	1.00	1.00	0.83	0.60	0.56	0.24	1.00	1.00	0.83	0.80	0.89	0.57	0.46	1.00	1.00	0.83	0.70	0.72	0.40	1.00	0.56	0.42	0.20	1.00	0.44	0.25	0.00	1.00	0.50	0.33	0.10
345.00	1.00	1.00	1.00	1.00	0.61	0.57	1.00	1.00	1.00	1.00	0.78	0.86	0.46	1.00	1.00	1.00	1.00	0.69	0.71	0.83	0.56	0.42	0.53	1.00	0.56	0.17	0.13	0.92	0.56	0.29	0.33
346.00	1.00	1.00	1.00	0.60	0.39	0.24	1.00	1.00	0.83	0.87	0.50	0.24	0.08	1.00	1.00	0.92	0.73	0.44	0.24	0.67	0.33	0.58	0.67	1.00	0.78	0.58	0.33	0.83	0.56	0.58	0.50
347.00	1.00	1.00	1.00	0.93	0.67	0.24	1.00	1.00	0.75	1.00	0.94	0.52	0.46	1.00	1.00	0.88	0.97	0.81	0.38	0.83	0.67	0.58	0.27	0.83	0.22	0.33	0.00	0.83	0.44	0.46	0.13
349.00	1.00	1.00	1.00	0.93	0.83	0.57	1.00	1.00	1.00	1.00	0.72	0.52	0.42	1.00	1.00	1.00	0.97	0.78	0.55	1.00	0.67	0.67	0.20	0.83	1.00	0.58	0.20	0.92	0.83	0.63	0.20
351.00	1.00	1.00	0.83	0.27	0.22	0.24	1.00	1.00	0.83	0.67	0.39	0.14	0.13	1.00	1.00	0.83	0.47	0.31	0.19	0.83	0.78	0.17	0.27	0.83	0.67	0.50	0.07	0.83	0.72	0.33	0.17
353.00	1.00	1.00	1.00	1.00	0.67	0.76	1.00	1.00	1.00	1.00	1.00	0.81	0.58	1.00	1.00	1.00	1.00	0.83	0.79	1.00	1.00	0.83	0.47	1.00	0.67	0.83	0.60	1.00	0.83	0.83	0.53
501.00	0.83	0.78	0.92	0.47	0.33	0.52	1.00	1.00	0.67	1.00	0.50	0.38	0.50	0.92	0.89	0.79	0.73	0.42	0.45	1.00	0.56	0.42	0.60	1.00	0.67	0.42	0.20	1.00	0.61	0.42	0.40
503.00	1.00	0.78	0.75	0.60	0.56	0.38	1.00	1.00	0.92	0.93	0.56	0.43	0.54	1.00	0.89	0.83	0.77	0.56	0.40	1.00	0.67	0.25	0.27	0.83	0.56	0.17	0.33	0.92	0.61	0.21	0.30
505.00	1.00	1.00	1.00	0.73	0.72	0.81	1.00	1.00	0.67	0.87	0.89	0.52	0.75	1.00	1.00	0.83	0.80	0.81	0.67	1.00	0.89	0.83	0.73	0.67	1.00	0.58	0.93	0.83	0.94	0.71	0.83
507.00	1.00	1.00	1.00	1.00	0.72	0.43	1.00	1.00	0.83	1.00	1.00	0.90	0.54	1.00	1.00	0.92	1.00	0.86	0.67	0.83	0.89	0.58	0.53	1.00	0.89	0.42	0.33	0.92	0.89	0.50	0.43
508.00	1.00	0.89	0.67	0.47	0.39	0.19	1.00	0.78	0.83	0.60	0.44	0.14	0.08	1.00	0.83	0.75	0.53	0.42	0.17	0.67	0.33	0.00	0.13	0.83	0.44	0.17	0.00	0.75	0.39	0.08	0.07
510.00	1.00	0.89	1.00	0.87	0.50	0.38	1.00	0.89	1.00	0.73	0.78	0.43	0.42	1.00	0.89	1.00	0.80	0.64	0.40	0.83	0.67	0.50	0.33	0.67	1.00	0.33	0.33	0.75	0.83	0.42	0.33
511.00	1.00	0.78	1.00	0.73	0.78	0.43	1.00	0.78	1.00	0.87	0.83	0.81	0.50	1.00	0.78	1.00	0.80	0.81	0.62	0.83	0.56	0.08	0.20	0.83	1.00	0.17	0.20	0.83	0.78	0.13	0.20
512.00	1.00	1.00	1.00	0.87	1.00	0.71	1.00	1.00	1.00	1.00	1.00	0.81	0.63	1.00	1.00	1.00	0.93	1.00	0.76	0.83	0.56	0.67	0.27	1.00	0.67	0.58	0.07	0.92	0.61	0.63	0.17
513.00	1.00	1.00	1.00	0.80	0.94	0.48	1.00	1.00	0.92	1.00	0.94	0.38	0.25	1.00	1.00	0.96	0.90	0.94	0.43	1.00	0.67	0.50	0.07	1.00	0.89	0.25	0.13	1.00	0.78	0.38	0.10
514.00	1.00	1.00	0.75	0.47	0.33	0.29	0.83	1.00	1.00	0.87	0.50	0.43	0.17	0.92	1.00	0.88	0.67	0.42	0.36	0.83	0.89	0.17	0.07	0.83	0.56	0.00	0.07	0.83	0.72	0.08	0.07
515.00	1.00	1.00	1.00	0.87	0.33	0.57	1.00	1.00	1.00	0.93	0.89	0.33	0.58	1.00	1.00	1.00	0.90	0.61	0.45	1.00	0.89	0.83	0.87	1.00	1.00	0.92	0.80	1.00	0.94	0.88	0.83
516.00	1.00	1.00	1.00	1.00	0.72	0.33	1.00	1.00	1.00	0.87	0.56	0.33	0.42	1.00	1.00	1.00	0.93	0.64	0.33	1.00	0.89	0.25	0.07	0.83	0.78	0.58	0.40	0.92	0.83	0.42	0.23
517.00	1.00	1.00	1.00	1.00	0.78	0.67	1.00	1.00	0.83	1.00	0.89	0.71	0.88	1.00	1.00	0.92	1.00	0.83	0.69	1.00	1.00	0.75	0.73	0.83	0.56	1.00	0.47	0.92	0.78	0.88	0.60
518.00	1.00	1.00	1.00	1.00	0.67	0.71	1.00	1.00	0.67	1.00	0.78	0.38	0.29	1.00	1.00	0.83	1.00	0.72	0.55	1.00	1.00	0.83	0.47	1.00	0.67	1.00	0.67	1.00	0.83	0.92	0.57
519.00	1.00	1.00	1.00	0.87	0.39	0.24	1.00	1.00	1.00	1.00	0.67	0.57	0.63	1.00	1.00	1.00	0.93	0.53	0.40	1.00	0.67	0.75	0.60	1.00	0.78	0.50	0.60	1.00	0.72	0.63	0.60
520.00	1.00	1.00	1.00	0.80	0.39	0.48	1.00	1.00	0.83	0.87	0.89	0.33	0.71	1.00	1.00	0.92	0.83	0.64	0.40	0.67	0.67	0.58	0.40	1.00	0.67	1.00	0.33	0.83	0.67	0.79	0.37
521.00	1.00	1.00	1.00	0.87	0.22	0.43	1.00	1.00	1.00	1.00	0.56	0.19	0.21	1.00	1.00	1.00	0.93	0.39	0.31	0.83	1.00	0.50	0.53	1.00	0.78	0.50	0.33	0.92	0.89	0.50	0.43
522.00	1.00	0.89	0.83	0.80	0.39	0.14	1.00	1.00	0.67	0.93	0.89	0.38	0.08	1.00	0.94	0.75	0.87	0.64	0.26	0.50	0.11	0.33	0.33	0.83	0.22	0.17	0.13	0.67	0.17	0.25	0.23
523.00	1.00	0.89	0.83	0.87	0.78	0.43	1.00	1.00	1.00	1.00	0.50	0.14	0.08	1.00	0.94	0.92	0.93	0.64	0.29	0.83	0.33	0.42	0.07	1.00	0.78	0.42	0.27	0.92	0.56	0.42	0.17
524.00	1.00	1.00	1.00	0.93	0.72	0.48	1.00	1.00	1.00	1.00	0.72	0.43	0.79	1.00	1.00	1.00	0.97	0.72	0.45	1.00	0.89	0.58	0.27	1.00	0.56	0.25	0.20	1.00	0.72	0.42	0.23
525.00	1.00	1.00	0.92	0.93	0.50	0.62	1.00	0.78	1.00	1.00	0.89	0.62	0.38	1.00	0.89	0.96	0.97	0.69	0.62	0.83	0.56	0.25	0.60	0.83	0.44	0.50	0.27	0.83	0.50	0.38	0.43
526.00	1.00	0.89	0.92	0.60	0.72	0.24	1.00	1.00	1.00	1.00	0.50	0.29	0.17	1.00	0.94	0.96	0.80	0.61	0.26	1.00	0.67	0.50	0.27	1.00	0.67	0.33	0.47	1.00	0.67	0.42	0.37
527.00	1.00	0.89	1.00	0.53	0.39	0.48	1.00	0.67	0.83	1.00	0.50	0.38	0.67	1.00	0.78	0.92	0.77	0.44	0.43	1.00	1.00	0.67	0.27	0.83	0.56	0.42	0.47	0.92	0.78	0.54	0.37
528.00	1.00	1.00	0.92	0.80	0.56	0.14	1.00	1.00	1.00	1.00	0.56	0.86	0.33	1.00	1.00	0.96	0.90	0.56	0.50	1.00	0.78	0.67	0.40	1.00	0.56	0.42	0.13	1.00	0.67	0.54	0.27
529.00	1.00	1.00	1.00	0.80	0.72	0.38	1.00	1.00	1.00	1.00	0.83	0.62	0.21	1.00	1.00	1.00	0.90	0.78	0.50	0.83	0.89	0.25	0.53	0.67	0.78	0.83	0.33	0.75	0.83	0.54	0.43
530.00	1.00	1.00	0.75	0.80	0.44	0.38	1.00	1.00	1.00	0.80	0.50	0.38	0.42	1.00	1.00	0.88	0.80	0.47	0.38	1.00	0.78	0.75	0.27	1.00	0.78	0.83	0.20	1.00	0.78	0.79	0.23
531.00	1.00	1.00	1.00	0.47	0.28	0.14	1.00	1.00	0.92	0.93	0.33	0.43	0.13	1.00	1.00	0.96	0.70	0.31	0.29	1.00	0.89	0.42	0.33	0.83	0.56	0.58	0.40	0.92	0.72	0.50	0.37
532.00	1.00	0.67	1.00	0.80	0.83	0.52	1.00	1.00	1.00	0.87	0.78	0.62	0.33	1.00	0.83	1.00	0.83	0.81	0.57	1.00	0.89	0.67	0.60	1.00	0.78	0.83	0.47	1.00	0.83	0.75	0.53
533.00	1.00	1.00	1.00	1.00	1.00	0.67	1.00	1.00	1.00	0.67	0.89	0.81	0.50	1.00	1.00	1.00	0.83	0.94	0.74	1.00	0.89	0.67	0.27	1.00	0.89	0.92	0.20	1.00	0.89	0.79	0.23
534.00	1.00	1.00	1.00	0.53	0.67	0.43	1.00	1.00	1.00	0.87	0.72	0.38	0.54	1.00	1.00	1.00	0.70	0.69	0.40	1.00	0.44	0.00	0.13	0.83	0.78	0.25	0.27	0.92	0.61	0.13	0.20
536.00	1.00	1.00	1.00	0.40	0.11	0.48	1.00	1.00	1.00	0.87	0.50	0.14	0.46	1.00	1.00	1.00	0.63	0.31	0.31	1.00	0.67	0.42	0.13	1.00	0.22	0.25	0.00	1.00	0.44	0.33	0.07
537.00	1.00	1.00	1.00	0.73	0.94	0.48	1.00	0.78	1.00	1.00	0.83	0.29	0.42	1.00	0.89	1.00	0.87	0.89	0.38	1.00	0.56	0.83	0.67	1.00	0.56	0.75	0.53	1.00	0.56	0.79	0.60
538.00	1.00	1.00	1.00	0.80	0.78	0.71	0.83	1.00	1.00	1.00	1.00	0.90	0.83	0.92	1.00	1.00	0.90	0.89	0.81	1.00	0.89	0.75	0.73	1.00	0.89	0.92	0.67	1.00	0.89	0.83	0.70
539.00	1.00	1.00	1.00	0.93	0.22	0.33	1.00	1.00	1.00	1.00	0.78	0.48	0.25	1.00	1.00	1.00	0.97	0.50	0.40	1.00	0.56	0.25	0.53	1.00	0.78	0.25	0.00	1.00	0.67	0.25	0.27
540.00	1.00	1.00	1.00	0.93	0.67	0.62	1.00	0.78	0.83	1.00	0.89	0.48	0.29	1.00	0.89	0.92	0.97	0.78	0.55	0.33	0.67	0.00	0.27	0.67	0.56	0.00	0.27	0.50	0.61	0.00	0.27
541.00	0.83	0.78	0.17	0.27	0.28	0.00	1.00	1.00	0.67	1.00	0.44	0.24	0.17	0.92	0.89	0.42	0.63	0.36	0.12	0.83	0.67	0.25	0.07	0.67	0.56	0.25	0.40	0.75	0.61	0.25	0.23
542.00	1.00	1.00	1.00	0.33	0.72	0.67	1.00	1.00	1.00	1.00	0.83	0.48	0.38	1.00	1.00	1.00	0.67	0.78	0.57	1.00	0.78	0.67	0.47	1.00	0.89	0.50	0.20	1.00	0.83	0.58	0.33
543.00	1.00	1.00	1.00	1.00	0.94	0.86	1.00	1.00	1.00	1.00	0.89	1.00	0.88	1.00	1.00	1.00	1.00	0.92	0.93	1.00	1.00	0.75	0.60	1.00	1.00	0.83	0.47	1.00	1.00	0.79	0.53
544.00	1.00	1.00	1.00	0.80	0.72	0.62	1.00	1.00	1.00	1.00	1.00	0.81	0.54	1.00	1.00	1.00	0.90	0.86	0.71	0.83	0.56	0.58	0.27	1.00	1.00	0.92	0.60	0.92	0.78	0.75	0.43
546.00	1.00	1.00	1.00	1.00	1.00	0.90	1.00	1.00	1.00	1.00	1.00	1.00	0.92	1.00	1.00	1.00	1.00	1.00	0.95	1.00	1.00	1.00	0.73	1.00	1.00	1.00	0.73	1.00	1.00	1.00	0.73
547.00	1.00	1.00	0.83	0.60	0.39	0.29	1.00	1.00	0.83	0.80	0.72	0.10	0.08	1.00	1.00	0.83	0.70	0.56	0.19	1.00	0.56	0.42	0.33	0.83	0.56	0.33	0.07	0.92	0.56	0.38	0.20
548.00	1.00	1.00	0.83	0.80	0.67	0.29	1.00	0.78	1.00	0.73	0.78	0.29	0.63	1.00	0.89	0.92	0.77	0.72	0.29	0.83	0.89	0.50	0.53	1.00	0.78	0.58	0.53	0.92	0.83	0.54	0.53
550.00	1.00	1.00	1.00	1.00	0.56	0.38	1.00	1.00	1.00	0.87	0.89	0.57	0.58	1.00	1.00	1.00	0.93	0.72	0.48	1.00	0.44	0.25	0.33	1.00	0.33	0.50	0.00	1.00	0.39	0.38	0.17
551.00	1.00	1.00	0.83	0.53	0.67	0.33	1.00	1.00	1.00	0.73	0.83	0.10	0.29	1.00	1.00	0.92	0.63	0.75	0.21	1.00	0.67	0.75	0.27	1.00	0.56	0.67	0.60	1.00	0.61	0.71	0.43
552.00	1.00	1.00	0.92	0.93	0.67	0.43	1.00	1.00	1.00	0.87	0.78	0.43	0.21	1.00	1.00	0.96	0.90	0.72	0.43	0.67	0.67	0.17	0.20	0.83	0.67	0.50	0.00	0.75	0.67	0.33	0.10
553.00	1.00	1.00	1.00	1.00	0.83	0.81	1.00	1.00	1.00	1.00	0.89	0.57	0.42	1.00	1.00	1.00	1.00	0.86	0.69	1.00	1.00	0.67	0.40	1.00	0.78	0.58	0.47	1.00	0.89	0.63	0.43
556.00	1.00	1.00	0.67	0.80	0.44	0.57	1.00	1.00	0.92	1.00	0.61	0.14	0.63	1.00	1.00	0.79	0.90	0.53	0.36	1.00	0.56	0.42	0.20	1.00	0.67	0.50	0.33	1.00	0.61	0.46	0.27
557.00	1.00	1.00	0.92	0.67	0.39	0.24	1.00	1.00	0.75	0.67	0.67	0.29	0.25	1.00	1.00	0.83	0.67	0.53	0.26	1.00	0.89	0.58	0.67	0.83	0.56	0.25	0.33	0.92	0.72	0.42	0.50
558.00	1.00	1.00	1.00	0.67	0.56	0.48	1.00	1.00	1.00	0.87	0.83	0.95	0.54	1.00	1.00	1.00	0.77	0.69	0.71	1.00	1.00	0.33	0.27	1.00	1.00	0.58	0.27	1.00	1.00	0.46	0.27
559.00	1.00	1.00	1.00	0.47	0.44	0.33	1.00	1.00	0.83	0.67	0.56	0.43	0.50	1.00	1.00	0.92	0.57	0.50	0.38	1.00	0.67	0.75	0.53	0.83	0.67	0.50	0.27	0.92	0.67	0.63	0.40
561.00	1.00	1.00	1.00	0.80	0.78	0.38	1.00	0.78	1.00	0.93	0.89	0.38	0.58	1.00	0.89	1.00	0.87	0.83	0.38	1.00	0.78	0.42	0.53	1.00	0.78	0.42	0.33	1.00	0.78	0.42	0.43
562.00	1.00	1.00	1.00	0.67	0.39	0.33	1.00	1.00	1.00	0.80	0.89	0.57	0.42	1.00	1.00	1.00	0.73	0.64	0.45	0.67	0.56	0.50	0.53	1.00	0.67	0.58	0.20	0.83	0.61	0.54	0.37
564.00	1.00	1.00	1.00	0.87	0.56	0.71	1.00	1.00	0.67	0.80	0.67	0.33	0.13	1.00	1.00	0.83	0.83	0.61	0.52	0.83	0.56	0.42	0.40	1.00	0.89	0.50	0.33	0.92	0.72	0.46	0.37
565.00	1.00	1.00	1.00	0.60	1.00	0.67	1.00	1.00	0.83	0.73	0.89	0.43	0.42	1.00	1.00	0.92	0.67	0.94	0.55	1.00	0.67	0.58	0.53	1.00	0.78	0.67	0.47	1.00	0.72	0.63	0.50
