"id" "trial" "condition" "serpos" "item" "response"
11 2 "TwoFour" 5 "review" "Omission"
11 2 "TwoFour" 6 "attempt" "attempt"
11 3 "TwoFour" 1 "private" "amount"
11 3 "TwoFour" 2 "became" "balance"
11 3 "TwoFour" 3 "control" "Omission"
11 3 "TwoFour" 4 "effort" "Omission"
11 3 "TwoFour" 5 "amount" "attempt"
11 3 "TwoFour" 6 "reason" "reason"
11 4 "TwoFour" 1 "answer" "Omission"
11 4 "TwoFour" 2 "welfare" "answer"
11 4 "TwoFour" 3 "extent" "concept"
11 4 "TwoFour" 4 "manner" "reason"
11 4 "TwoFour" 5 "extreme" "attempt"
11 4 "TwoFour" 6 "concept" "manner"
11 5 "TwoFour" 1 "success" "future"
11 5 "TwoFour" 2 "future" "success"
11 5 "TwoFour" 3 "permit" "permit"
11 5 "TwoFour" 4 "council" "council"
11 5 "TwoFour" 5 "effect" "Omission"
11 5 "TwoFour" 6 "command" "Omission"
11 6 "TwoFour" 1 "fifteen" "fifteen"
11 6 "TwoFour" 2 "surface" "Omission"
11 6 "TwoFour" 3 "vision" "Omission"
11 6 "TwoFour" 4 "advice" "advice"
11 6 "TwoFour" 5 "series" "Omission"
11 6 "TwoFour" 6 "device" "Omission"
11 7 "TwoFour" 1 "budget" "budget"
11 7 "TwoFour" 2 "reading" "reason"
11 7 "TwoFour" 3 "wonder" "wonder"
11 7 "TwoFour" 4 "freedom" "Omission"
11 7 "TwoFour" 5 "session" "Omission"
11 7 "TwoFour" 6 "account" "account"
11 8 "TwoFour" 1 "supply" "supply"
11 8 "TwoFour" 2 "crisis" "crisis"
11 8 "TwoFour" 3 "produce" "content"
11 8 "TwoFour" 4 "content" "freedom"
11 8 "TwoFour" 5 "listen" "produce"
11 8 "TwoFour" 6 "subject" "Omission"
11 9 "TwoFour" 1 "method" "method"
11 9 "TwoFour" 2 "portion" "Omission"
11 9 "TwoFour" 3 "member" "Omission"
11 9 "TwoFour" 4 "culture" "Omission"
11 9 "TwoFour" 5 "normal" "Omission"
11 9 "TwoFour" 6 "junior" "Omission"
11 10 "TwoFour" 1 "respect" "Omission"
11 10 "TwoFour" 2 "justice" "Omission"
11 10 "TwoFour" 3 "feeling" "feeling"
11 10 "TwoFour" 4 "belief" "belief"
11 10 "TwoFour" 5 "latter" "latter"
11 10 "TwoFour" 6 "measure" "measure"
11 1 "OneFive" 1 "command" "Omission"
11 1 "OneFive" 2 "portion" "portion"
11 1 "OneFive" 3 "reading" "welfare"
11 1 "OneFive" 4 "surface" "surface"
11 1 "OneFive" 5 "welfare" "Omission"
11 1 "OneFive" 6 "manner" "Omission"
11 2 "OneFive" 1 "trouble" "trouble"
11 2 "OneFive" 2 "effect" "effect"
11 2 "OneFive" 3 "supply" "supply"
11 2 "OneFive" 4 "review" "review"
11 2 "OneFive" 5 "latter" "Omission"
11 2 "OneFive" 6 "content" "Omission"
11 3 "OneFive" 1 "device" "device"
11 3 "OneFive" 2 "control" "Omission"
11 3 "OneFive" 3 "concept" "Omission"
11 3 "OneFive" 4 "freedom" "budget"
11 3 "OneFive" 5 "budget" "control"
11 3 "OneFive" 6 "private" "Omission"
11 4 "OneFive" 1 "justice" "device"
11 4 "OneFive" 2 "council" "Omission"
11 4 "OneFive" 3 "measure" "measure"
11 4 "OneFive" 4 "series" "culture"
11 4 "OneFive" 5 "culture" "Omission"
11 4 "OneFive" 6 "normal" "normal"
11 5 "OneFive" 1 "feeling" "Omission"
11 5 "OneFive" 2 "permit" "permit"
11 5 "OneFive" 3 "crisis" "crisis"
11 5 "OneFive" 4 "amount" "avert"
11 5 "OneFive" 5 "advice" "Omission"
11 5 "OneFive" 6 "extreme" "Omission"
11 6 "OneFive" 1 "became" "became"
11 6 "OneFive" 2 "factor" "balance"
11 6 "OneFive" 3 "balance" "Omission"
11 6 "OneFive" 4 "vision" "Omission"
11 6 "OneFive" 5 "fifteen" "fifteen"
11 6 "OneFive" 6 "wonder" "wonder"
11 7 "OneFive" 1 "success" "justice"
11 7 "OneFive" 2 "produce" "became"
11 7 "OneFive" 3 "attempt" "success"
11 7 "OneFive" 4 "subject" "freedom"
11 7 "OneFive" 5 "reason" "produce"
11 7 "OneFive" 6 "junior" "reason"
11 8 "OneFive" 1 "spirit" "Omission"
11 8 "OneFive" 2 "purpose" "purpose"
11 8 "OneFive" 3 "session" "answer"
11 8 "OneFive" 4 "answer" "session"
11 8 "OneFive" 5 "moment" "Omission"
11 8 "OneFive" 6 "listen" "reason"
11 9 "OneFive" 1 "contact" "contact"
11 9 "OneFive" 2 "closer" "closer"
11 9 "OneFive" 3 "member" "member"
11 9 "OneFive" 4 "effort" "effort"
11 9 "OneFive" 5 "respect" "Omission"
11 9 "OneFive" 6 "future" "listen"
11 10 "OneFive" 1 "career" "Omission"
11 10 "OneFive" 2 "extent" "Omission"
11 10 "OneFive" 3 "account" "extent"
11 10 "OneFive" 4 "appear" "account"
11 10 "OneFive" 5 "method" "method"
11 10 "OneFive" 6 "belief" "belief"
11 1 "ZeroSix" 1 "extreme" "extreme"
11 1 "ZeroSix" 2 "moment" "moment"
11 1 "ZeroSix" 3 "trouble" "trouble"
11 1 "ZeroSix" 4 "future" "Omission"
11 1 "ZeroSix" 5 "wonder" "produce"
11 1 "ZeroSix" 6 "produce" "wonder"
11 2 "ZeroSix" 1 "account" "account"
11 2 "ZeroSix" 2 "belief" "belief"
11 2 "ZeroSix" 3 "crisis" "crisis"
11 2 "ZeroSix" 4 "session" "Omission"
11 2 "ZeroSix" 5 "reading" "justice"
11 2 "ZeroSix" 6 "justice" "session"
11 3 "ZeroSix" 1 "supply" "supply"
11 3 "ZeroSix" 2 "budget" "budget"
11 3 "ZeroSix" 3 "answer" "answer"
11 3 "ZeroSix" 4 "concept" "concept"
11 3 "ZeroSix" 5 "closer" "closer"
11 3 "ZeroSix" 6 "effect" "success"
11 4 "ZeroSix" 1 "attempt" "attempt"
11 4 "ZeroSix" 2 "advice" "advice"
11 4 "ZeroSix" 3 "effort" "effort"
11 4 "ZeroSix" 4 "device" "welfare"
11 4 "ZeroSix" 5 "contact" "Omission"
11 4 "ZeroSix" 6 "welfare" "contact"
11 5 "ZeroSix" 1 "reason" "reason"
11 5 "ZeroSix" 2 "purpose" "success"
11 5 "ZeroSix" 3 "success" "member"
11 5 "ZeroSix" 4 "member" "Omission"
11 5 "ZeroSix" 5 "portion" "portion"
11 5 "ZeroSix" 6 "became" "became"
11 6 "ZeroSix" 1 "manner" "manner"
11 6 "ZeroSix" 2 "amount" "career"
11 6 "ZeroSix" 3 "subject" "amount"
11 6 "ZeroSix" 4 "career" "Omission"
11 6 "ZeroSix" 5 "spirit" "fifteen"
11 6 "ZeroSix" 6 "fifteen" "Omission"
11 7 "ZeroSix" 1 "review" "review"
11 7 "ZeroSix" 2 "balance" "balance"
11 7 "ZeroSix" 3 "feeling" "feeling"
11 7 "ZeroSix" 4 "council" "council"
11 7 "ZeroSix" 5 "extent" "extent"
11 7 "ZeroSix" 6 "control" "control"
11 8 "ZeroSix" 1 "listen" "listen"
11 8 "ZeroSix" 2 "junior" "junior"
11 8 "ZeroSix" 3 "normal" "normal"
11 8 "ZeroSix" 4 "permit" "permit"
11 8 "ZeroSix" 5 "vision" "Omission"
11 8 "ZeroSix" 6 "surface" "vision"
11 9 "ZeroSix" 1 "freedom" "freedom"
11 9 "ZeroSix" 2 "content" "attempt"
11 9 "ZeroSix" 3 "method" "series"
11 9 "ZeroSix" 4 "respect" "Omission"
11 9 "ZeroSix" 5 "measure" "measure"
11 9 "ZeroSix" 6 "series" "Omission"
11 10 "ZeroSix" 1 "appear" "appear"
11 10 "ZeroSix" 2 "factor" "factor"
11 10 "ZeroSix" 3 "private" "private"
11 10 "ZeroSix" 4 "command" "Omission"
11 10 "ZeroSix" 5 "latter" "culture"
11 10 "ZeroSix" 6 "culture" "latter"
11 1 "SixZero" 1 "extent" "Omission"
11 1 "SixZero" 2 "vision" "Omission"
11 1 "SixZero" 3 "closer" "Omission"
11 1 "SixZero" 4 "answer" "Omission"
11 1 "SixZero" 5 "purpose" "Omission"
11 1 "SixZero" 6 "respect" "respect"
11 2 "SixZero" 1 "contact" "Omission"
11 2 "SixZero" 2 "attempt" "attempt"
11 2 "SixZero" 3 "appear" "appear"
11 2 "SixZero" 4 "welfare" "welfare"
11 2 "SixZero" 5 "success" "Omission"
11 2 "SixZero" 6 "advice" "Omission"
11 3 "SixZero" 1 "balance" "balance"
11 3 "SixZero" 2 "future" "Omission"
11 3 "SixZero" 3 "surface" "Omission"
11 3 "SixZero" 4 "permit" "Omission"
11 3 "SixZero" 5 "method" "success"
11 3 "SixZero" 6 "freedom" "Omission"
11 4 "SixZero" 1 "review" "Omission"
11 4 "SixZero" 2 "reason" "Omission"
11 4 "SixZero" 3 "command" "Omission"
11 4 "SixZero" 4 "feeling" "Omission"
11 4 "SixZero" 5 "concept" "concept"
11 4 "SixZero" 6 "control" "control"
11 5 "SixZero" 1 "content" "Omission"
11 5 "SixZero" 2 "amount" "Omission"
11 5 "SixZero" 3 "moment" "moment"
11 5 "SixZero" 4 "council" "council"
11 5 "SixZero" 5 "spirit" "spirit"
11 5 "SixZero" 6 "manner" "manner"
11 6 "SixZero" 1 "effect" "Omission"
11 6 "SixZero" 2 "account" "Omission"
11 6 "SixZero" 3 "culture" "Omission"
11 6 "SixZero" 4 "member" "Omission"
11 6 "SixZero" 5 "series" "Omission"
11 6 "SixZero" 6 "factor" "Omission"
11 7 "SixZero" 1 "trouble" "Omission"
11 7 "SixZero" 2 "fifteen" "Omission"
11 7 "SixZero" 3 "device" "Omission"
11 7 "SixZero" 4 "portion" "Omission"
11 7 "SixZero" 5 "career" "Omission"
11 7 "SixZero" 6 "reading" "Omission"
11 8 "SixZero" 1 "measure" "Omission"
11 8 "SixZero" 2 "private" "Omission"
11 8 "SixZero" 3 "latter" "budget"
11 8 "SixZero" 4 "budget" "extreme"
11 8 "SixZero" 5 "extreme" "manner"
11 8 "SixZero" 6 "became" "Omission"
11 9 "SixZero" 1 "effort" "trouble"
11 9 "SixZero" 2 "crisis" "belief"
11 9 "SixZero" 3 "belief" "Omission"
11 9 "SixZero" 4 "listen" "Omission"
11 9 "SixZero" 5 "normal" "Omission"
11 9 "SixZero" 6 "junior" "Omission"
11 10 "SixZero" 1 "subject" "Omission"
11 10 "SixZero" 2 "supply" "Omission"
11 10 "SixZero" 3 "produce" "attempt"
11 10 "SixZero" 4 "wonder" "Omission"
11 10 "SixZero" 5 "session" "Omission"
11 10 "SixZero" 6 "justice" "became"
11 1 "FiveOne" 1 "manner" "manner"
11 1 "FiveOne" 2 "extent" "extent"
11 1 "FiveOne" 3 "success" "supply"
11 1 "FiveOne" 4 "effect" "Omission"
11 1 "FiveOne" 5 "member" "Omission"
11 1 "FiveOne" 6 "closer" "closer"
11 2 "FiveOne" 1 "career" "Omission"
11 2 "FiveOne" 2 "reason" "Omission"
11 2 "FiveOne" 3 "portion" "extreme"
11 2 "FiveOne" 4 "budget" "budget"
11 2 "FiveOne" 5 "trouble" "trouble"
11 2 "FiveOne" 6 "content" "extent"
11 3 "FiveOne" 1 "attempt" "Omission"
11 3 "FiveOne" 2 "concept" "Omission"
11 3 "FiveOne" 3 "advice" "Omission"
11 3 "FiveOne" 4 "freedom" "Omission"
11 3 "FiveOne" 5 "method" "Omission"
11 3 "FiveOne" 6 "extreme" "extreme"
11 4 "FiveOne" 1 "answer" "Omission"
11 4 "FiveOne" 2 "reading" "attempt"
11 4 "FiveOne" 3 "private" "Omission"
11 4 "FiveOne" 4 "series" "Omission"
11 4 "FiveOne" 5 "review" "Omission"
11 4 "FiveOne" 6 "moment" "moment"
11 5 "FiveOne" 1 "session" "Omission"
11 5 "FiveOne" 2 "control" "Omission"
11 5 "FiveOne" 3 "surface" "surface"
11 5 "FiveOne" 4 "command" "command"
11 5 "FiveOne" 5 "spirit" "spirit"
11 5 "FiveOne" 6 "fifteen" "fifteen"
11 6 "FiveOne" 1 "subject" "Omission"
11 6 "FiveOne" 2 "appear" "Omission"
11 6 "FiveOne" 3 "device" "device"
11 6 "FiveOne" 4 "factor" "control"
11 6 "FiveOne" 5 "account" "Omission"
11 6 "FiveOne" 6 "supply" "supply"
11 7 "FiveOne" 1 "feeling" "factor"
11 7 "FiveOne" 2 "produce" "attempt"
11 7 "FiveOne" 3 "purpose" "appear"
11 7 "FiveOne" 4 "council" "Omission"
11 7 "FiveOne" 5 "latter" "Omission"
11 7 "FiveOne" 6 "became" "Omission"
11 8 "FiveOne" 1 "normal" "normal"
11 8 "FiveOne" 2 "wonder" "wonder"
11 8 "FiveOne" 3 "respect" "Omission"
11 8 "FiveOne" 4 "measure" "Omission"
11 8 "FiveOne" 5 "permit" "Omission"
11 8 "FiveOne" 6 "contact" "contact"
11 9 "FiveOne" 1 "effort" "Omission"
11 9 "FiveOne" 2 "junior" "effect"
11 9 "FiveOne" 3 "culture" "vision"
11 9 "FiveOne" 4 "justice" "Omission"
11 9 "FiveOne" 5 "vision" "Omission"
11 9 "FiveOne" 6 "balance" "balance"
11 10 "FiveOne" 1 "belief" "Omission"
11 10 "FiveOne" 2 "crisis" "belief"
11 10 "FiveOne" 3 "future" "crisis"
11 10 "FiveOne" 4 "amount" "Omission"
11 10 "FiveOne" 5 "listen" "Omission"
11 10 "FiveOne" 6 "welfare" "Omission"
11 1 "FourTwo" 1 "effort" "Omission"
11 1 "FourTwo" 2 "produce" "Omission"
11 1 "FourTwo" 3 "wonder" "Omission"
11 1 "FourTwo" 4 "content" "Omission"
11 1 "FourTwo" 5 "became" "became"
11 1 "FourTwo" 6 "belief" "belief"
11 2 "FourTwo" 1 "effect" "Omission"
11 2 "FourTwo" 2 "career" "Omission"
11 2 "FourTwo" 3 "success" "portion"
11 2 "FourTwo" 4 "portion" "Omission"
11 2 "FourTwo" 5 "moment" "welfare"
11 2 "FourTwo" 6 "welfare" "belief"
11 3 "FourTwo" 1 "command" "Omission"
11 3 "FourTwo" 2 "latter" "Omission"
11 3 "FourTwo" 3 "normal" "justice"
11 3 "FourTwo" 4 "justice" "normal"
11 3 "FourTwo" 5 "culture" "culture"
11 3 "FourTwo" 6 "attempt" "attempt"
11 4 "FourTwo" 1 "budget" "budget"
11 4 "FourTwo" 2 "subject" "subject"
11 4 "FourTwo" 3 "extent" "Omission"
11 4 "FourTwo" 4 "council" "Omission"
11 4 "FourTwo" 5 "spirit" "Omission"
11 4 "FourTwo" 6 "closer" "Omission"
11 5 "FourTwo" 1 "listen" "listen"
11 5 "FourTwo" 2 "method" "method"
11 5 "FourTwo" 3 "supply" "supply"
11 5 "FourTwo" 4 "device" "device"
11 5 "FourTwo" 5 "session" "private"
11 5 "FourTwo" 6 "private" "Omission"
11 6 "FourTwo" 1 "respect" "Omission"
11 6 "FourTwo" 2 "concept" "supply"
11 6 "FourTwo" 3 "crisis" "crisis"
11 6 "FourTwo" 4 "freedom" "method"
11 6 "FourTwo" 5 "permit" "attempt"
11 6 "FourTwo" 6 "advice" "Omission"
11 7 "FourTwo" 1 "manner" "manner"
11 7 "FourTwo" 2 "account" "account"
11 7 "FourTwo" 3 "future" "supply"
11 7 "FourTwo" 4 "balance" "balance"
11 7 "FourTwo" 5 "trouble" "trouble"
11 7 "FourTwo" 6 "answer" "answer"
11 8 "FourTwo" 1 "series" "measure"
11 8 "FourTwo" 2 "reason" "reading"
11 8 "FourTwo" 3 "review" "supply"
11 8 "FourTwo" 4 "contact" "balance"
11 8 "FourTwo" 5 "measure" "method"
11 8 "FourTwo" 6 "reading" "reading"
11 9 "FourTwo" 1 "member" "Omission"
11 9 "FourTwo" 2 "control" "Omission"
11 9 "FourTwo" 3 "appear" "Omission"
11 9 "FourTwo" 4 "purpose" "Omission"
11 9 "FourTwo" 5 "factor" "manner"
11 9 "FourTwo" 6 "amount" "amount"
11 10 "FourTwo" 1 "surface" "Omission"
11 10 "FourTwo" 2 "junior" "manner"
11 10 "FourTwo" 3 "extreme" "feeling"
11 10 "FourTwo" 4 "fifteen" "Omission"
11 10 "FourTwo" 5 "vision" "Omission"
11 10 "FourTwo" 6 "feeling" "Omission"
12 1 "TwoFour" 1 "closer" "closer"
12 1 "TwoFour" 2 "factor" "factor"
12 1 "TwoFour" 3 "purpose" "career"
12 1 "TwoFour" 4 "career" "purpose"
12 1 "TwoFour" 5 "appear" "Omission"
12 1 "TwoFour" 6 "trouble" "trouble"
12 2 "TwoFour" 1 "contact" "contact"
12 2 "TwoFour" 2 "balance" "spirit"
12 2 "TwoFour" 3 "moment" "moment"
12 2 "TwoFour" 4 "spirit" "review"
12 2 "TwoFour" 5 "review" "Omission"
12 2 "TwoFour" 6 "attempt" "Omission"
12 3 "TwoFour" 1 "private" "Omission"
12 3 "TwoFour" 2 "became" "Omission"
12 3 "TwoFour" 3 "control" "amount"
12 3 "TwoFour" 4 "effort" "private"
12 3 "TwoFour" 5 "amount" "control"
12 3 "TwoFour" 6 "reason" "reasoning"
12 4 "TwoFour" 1 "answer" "answer"
12 4 "TwoFour" 2 "welfare" "welfare"
12 4 "TwoFour" 3 "extent" "extent"
12 4 "TwoFour" 4 "manner" "manner"
12 4 "TwoFour" 5 "extreme" "extreme"
12 4 "TwoFour" 6 "concept" "control"
12 5 "TwoFour" 1 "success" "command"
12 5 "TwoFour" 2 "future" "permit"
12 5 "TwoFour" 3 "permit" "success"
12 5 "TwoFour" 4 "council" "Omission"
12 5 "TwoFour" 5 "effect" "Omission"
12 5 "TwoFour" 6 "command" "Omission"
12 6 "TwoFour" 1 "fifteen" "permit"
12 6 "TwoFour" 2 "surface" "series"
12 6 "TwoFour" 3 "vision" "fifteen"
12 6 "TwoFour" 4 "advice" "vision"
12 6 "TwoFour" 5 "series" "Omission"
12 6 "TwoFour" 6 "device" "Omission"
12 7 "TwoFour" 1 "budget" "budget"
12 7 "TwoFour" 2 "reading" "reading"
12 7 "TwoFour" 3 "wonder" "Omission"
12 7 "TwoFour" 4 "freedom" "freedom"
12 7 "TwoFour" 5 "session" "Omission"
12 7 "TwoFour" 6 "account" "account"
12 8 "TwoFour" 1 "supply" "supply"
12 8 "TwoFour" 2 "crisis" "crisis"
12 8 "TwoFour" 3 "produce" "product"
12 8 "TwoFour" 4 "content" "listen"
12 8 "TwoFour" 5 "listen" "Omission"
12 8 "TwoFour" 6 "subject" "Omission"
12 9 "TwoFour" 1 "method" "product"
12 9 "TwoFour" 2 "portion" "portion"
12 9 "TwoFour" 3 "member" "member"
12 9 "TwoFour" 4 "culture" "culture"
12 9 "TwoFour" 5 "normal" "junior"
12 9 "TwoFour" 6 "junior" "Omission"
12 10 "TwoFour" 1 "respect" "product"
12 10 "TwoFour" 2 "justice" "justice"
12 10 "TwoFour" 3 "feeling" "feeling"
12 10 "TwoFour" 4 "belief" "disbelief"
12 10 "TwoFour" 5 "latter" "Omission"
12 10 "TwoFour" 6 "measure" "measure"
12 1 "OneFive" 1 "command" "command"
12 1 "OneFive" 2 "portion" "portion"
12 1 "OneFive" 3 "reading" "reading"
12 1 "OneFive" 4 "surface" "welfare"
12 1 "OneFive" 5 "welfare" "Omission"
12 1 "OneFive" 6 "manner" "Omission"
12 2 "OneFive" 1 "trouble" "trouble"
12 2 "OneFive" 2 "effect" "effect"
12 2 "OneFive" 3 "supply" "supply"
12 2 "OneFive" 4 "review" "review"
12 2 "OneFive" 5 "latter" "latter"
12 2 "OneFive" 6 "content" "reading"
12 3 "OneFive" 1 "device" "device"
12 3 "OneFive" 2 "control" "control"
12 3 "OneFive" 3 "concept" "concept"
12 3 "OneFive" 4 "freedom" "budget"
12 3 "OneFive" 5 "budget" "object"
12 3 "OneFive" 6 "private" "Omission"
12 4 "OneFive" 1 "justice" "normal"
12 4 "OneFive" 2 "council" "trouble"
12 4 "OneFive" 3 "measure" "council"
12 4 "OneFive" 4 "series" "justice"
12 4 "OneFive" 5 "culture" "concept"
12 4 "OneFive" 6 "normal" "Omission"
12 5 "OneFive" 1 "feeling" "feeling"
12 5 "OneFive" 2 "permit" "council"
12 5 "OneFive" 3 "crisis" "crisis"
12 5 "OneFive" 4 "amount" "extreme"
12 5 "OneFive" 5 "advice" "Omission"
12 5 "OneFive" 6 "extreme" "permit"
12 6 "OneFive" 1 "became" "surface"
12 6 "OneFive" 2 "factor" "Omission"
12 6 "OneFive" 3 "balance" "factor"
12 6 "OneFive" 4 "vision" "balance"
12 6 "OneFive" 5 "fifteen" "fifteen"
12 6 "OneFive" 6 "wonder" "wonder"
12 7 "OneFive" 1 "success" "success"
12 7 "OneFive" 2 "produce" "Omission"
12 7 "OneFive" 3 "attempt" "Omission"
12 7 "OneFive" 4 "subject" "Omission"
12 7 "OneFive" 5 "reason" "permit"
12 7 "OneFive" 6 "junior" "junior"
12 8 "OneFive" 1 "spirit" "Omission"
12 8 "OneFive" 2 "purpose" "permit"
12 8 "OneFive" 3 "session" "session"
12 8 "OneFive" 4 "answer" "reason"
12 8 "OneFive" 5 "moment" "answer"
12 8 "OneFive" 6 "listen" "Omission"
12 9 "OneFive" 1 "contact" "contact"
12 9 "OneFive" 2 "closer" "closer"
12 9 "OneFive" 3 "member" "member"
12 9 "OneFive" 4 "effort" "effort"
12 9 "OneFive" 5 "respect" "respect"
12 9 "OneFive" 6 "future" "future"
12 10 "OneFive" 1 "career" "contact"
12 10 "OneFive" 2 "extent" "account"
12 10 "OneFive" 3 "account" "respect"
12 10 "OneFive" 4 "appear" "belief"
12 10 "OneFive" 5 "method" "appear"
12 10 "OneFive" 6 "belief" "Omission"
12 1 "ZeroSix" 1 "extreme" "extreme"
12 1 "ZeroSix" 2 "moment" "moment"
12 1 "ZeroSix" 3 "trouble" "trouble"
12 1 "ZeroSix" 4 "future" "future"
12 1 "ZeroSix" 5 "wonder" "produce"
12 1 "ZeroSix" 6 "produce" "wonder"
12 2 "ZeroSix" 1 "account" "account"
12 2 "ZeroSix" 2 "belief" "belief"
12 2 "ZeroSix" 3 "crisis" "crisis"
12 2 "ZeroSix" 4 "session" "session"
12 2 "ZeroSix" 5 "reading" "reading"
12 2 "ZeroSix" 6 "justice" "justice"
12 3 "ZeroSix" 1 "supply" "supply"
12 3 "ZeroSix" 2 "budget" "budget"
12 3 "ZeroSix" 3 "answer" "answer"
12 3 "ZeroSix" 4 "concept" "concept"
12 3 "ZeroSix" 5 "closer" "consider"
12 3 "ZeroSix" 6 "effect" "effect"
12 4 "ZeroSix" 1 "attempt" "attempt"
12 4 "ZeroSix" 2 "advice" "advice"
12 4 "ZeroSix" 3 "effort" "effort"
12 4 "ZeroSix" 4 "device" "concept"
12 4 "ZeroSix" 5 "contact" "effect"
12 4 "ZeroSix" 6 "welfare" "welfare"
12 5 "ZeroSix" 1 "reason" "reason"
12 5 "ZeroSix" 2 "purpose" "person"
12 5 "ZeroSix" 3 "success" "success"
12 5 "ZeroSix" 4 "member" "member"
12 5 "ZeroSix" 5 "portion" "portion"
12 5 "ZeroSix" 6 "became" "Omission"
12 6 "ZeroSix" 1 "manner" "manner"
12 6 "ZeroSix" 2 "amount" "amount"
12 6 "ZeroSix" 3 "subject" "subject"
12 6 "ZeroSix" 4 "career" "career"
12 6 "ZeroSix" 5 "spirit" "spirit"
12 6 "ZeroSix" 6 "fifteen" "fifteen"
12 7 "ZeroSix" 1 "review" "review"
12 7 "ZeroSix" 2 "balance" "balance"
12 7 "ZeroSix" 3 "feeling" "feeling"
12 7 "ZeroSix" 4 "council" "council"
12 7 "ZeroSix" 5 "extent" "consider"
12 7 "ZeroSix" 6 "control" "extreme"
12 8 "ZeroSix" 1 "listen" "listen"
12 8 "ZeroSix" 2 "junior" "junior"
12 8 "ZeroSix" 3 "normal" "permit"
12 8 "ZeroSix" 4 "permit" "vision"
12 8 "ZeroSix" 5 "vision" "Omission"
12 8 "ZeroSix" 6 "surface" "fifteen"
12 9 "ZeroSix" 1 "freedom" "freedom"
12 9 "ZeroSix" 2 "content" "content"
12 9 "ZeroSix" 3 "method" "Omission"
12 9 "ZeroSix" 4 "respect" "measure"
12 9 "ZeroSix" 5 "measure" "series"
12 9 "ZeroSix" 6 "series" "respect"
12 10 "ZeroSix" 1 "appear" "appear"
12 10 "ZeroSix" 2 "factor" "factor"
12 10 "ZeroSix" 3 "private" "private"
12 10 "ZeroSix" 4 "command" "command"
12 10 "ZeroSix" 5 "latter" "latter"
12 10 "ZeroSix" 6 "culture" "appear"
12 1 "SixZero" 1 "extent" "object"
12 1 "SixZero" 2 "vision" "vision"
12 1 "SixZero" 3 "closer" "surface"
12 1 "SixZero" 4 "answer" "extent"
12 1 "SixZero" 5 "purpose" "extreme"
12 1 "SixZero" 6 "respect" "respect"
12 2 "SixZero" 1 "contact" "contact"
12 2 "SixZero" 2 "attempt" "suspect"
12 2 "SixZero" 3 "appear" "success"
12 2 "SixZero" 4 "welfare" "Omission"
12 2 "SixZero" 5 "success" "welfare"
12 2 "SixZero" 6 "advice" "Omission"
12 3 "SixZero" 1 "balance" "balance"
12 3 "SixZero" 2 "future" "permit"
12 3 "SixZero" 3 "surface" "suspect"
12 3 "SixZero" 4 "permit" "belief"
12 3 "SixZero" 5 "method" "Omission"
12 3 "SixZero" 6 "freedom" "freedom"
12 4 "SixZero" 1 "review" "review"
12 4 "SixZero" 2 "reason" "Omission"
12 4 "SixZero" 3 "command" "feeling"
12 4 "SixZero" 4 "feeling" "command"
12 4 "SixZero" 5 "concept" "concept"
12 4 "SixZero" 6 "control" "Omission"
12 5 "SixZero" 1 "content" "content"
12 5 "SixZero" 2 "amount" "amount"
12 5 "SixZero" 3 "moment" "moment"
12 5 "SixZero" 4 "council" "council"
12 5 "SixZero" 5 "spirit" "spirit"
12 5 "SixZero" 6 "manner" "Omission"
12 6 "SixZero" 1 "effect" "account"
12 6 "SixZero" 2 "account" "concept"
12 6 "SixZero" 3 "culture" "Omission"
12 6 "SixZero" 4 "member" "series"
12 6 "SixZero" 5 "series" "concept"
12 6 "SixZero" 6 "factor" "Omission"
12 7 "SixZero" 1 "trouble" "trouble"
12 7 "SixZero" 2 "fifteen" "fifteen"
12 7 "SixZero" 3 "device" "reading"
12 7 "SixZero" 4 "portion" "series"
12 7 "SixZero" 5 "career" "Omission"
12 7 "SixZero" 6 "reading" "Omission"
12 8 "SixZero" 1 "measure" "measure"
12 8 "SixZero" 2 "private" "private"
12 8 "SixZero" 3 "latter" "latter"
12 8 "SixZero" 4 "budget" "budget"
12 8 "SixZero" 5 "extreme" "extreme"
12 8 "SixZero" 6 "became" "become"
12 9 "SixZero" 1 "effort" "ever"
12 9 "SixZero" 2 "crisis" "crisis"
12 9 "SixZero" 3 "belief" "belief"
12 9 "SixZero" 4 "listen" "Omission"
12 9 "SixZero" 5 "normal" "extreme"
12 9 "SixZero" 6 "junior" "junior"
12 10 "SixZero" 1 "subject" "succession"
12 10 "SixZero" 2 "supply" "supply"
12 10 "SixZero" 3 "produce" "belief"
12 10 "SixZero" 4 "wonder" "Omission"
12 10 "SixZero" 5 "session" "Omission"
12 10 "SixZero" 6 "justice" "Omission"
12 1 "FiveOne" 1 "manner" "manner"
12 1 "FiveOne" 2 "extent" "extent"
12 1 "FiveOne" 3 "success" "success"
12 1 "FiveOne" 4 "effect" "effect"
12 1 "FiveOne" 5 "member" "Omission"
12 1 "FiveOne" 6 "closer" "closer"
12 2 "FiveOne" 1 "career" "career"
12 2 "FiveOne" 2 "reason" "reason"
12 2 "FiveOne" 3 "portion" "Omission"
12 2 "FiveOne" 4 "budget" "budget"
12 2 "FiveOne" 5 "trouble" "trouble"
12 2 "FiveOne" 6 "content" "effect"
12 3 "FiveOne" 1 "attempt" "attempt"
12 3 "FiveOne" 2 "concept" "concept"
12 3 "FiveOne" 3 "advice" "advice"
12 3 "FiveOne" 4 "freedom" "freedom"
